0.371446	-0.490606	-0.136784	-0.374882	-0.199201	0.246267	-0.264593	-0.042990	-0.825571	0.286353	-0.388240	0.717574	0.275103	0.062354	-0.978865	0.179925	-0.592809	-0.786586	0.261354	0.985717	
0.156668	-0.613640	0.318752	-0.419994	0.475029	0.081860	-0.385615	-0.444809	-0.395770	-0.269940	0.264265	0.955837	0.257285	0.519664	-0.449650	-0.021381	-1.164847	-0.727386	0.190402	0.384792	
0.153851	-0.064117	0.412968	-1.249111	0.208094	0.651874	0.567801	0.175502	0.497016	-0.216308	-0.059997	-0.406796	0.424739	-0.264997	-1.220548	-0.789394	-1.444576	-1.399125	0.700724	-0.699515	
0.058752	-0.093718	-0.604235	-0.411296	-0.301842	0.126355	0.200178	-0.665068	-0.356237	-0.656330	-1.125578	0.952100	-0.061017	0.405410	-0.503523	-0.155790	-0.606638	-0.489652	0.476743	0.653545	
0.159735	-0.666730	-0.552411	-0.131909	-0.555436	-0.353573	0.277699	-0.487297	0.016598	-0.132470	0.011296	0.542757	0.877548	-0.087985	-0.939889	-0.376870	-1.037961	-0.019874	0.018338	0.842196	
0.341713	1.858142	0.512116	1.071371	-0.131016	0.924207	0.541260	-0.475389	-0.056435	1.759626	-1.452232	1.233997	0.672395	1.793017	0.856210	0.061039	-1.684447	0.019686	0.491090	0.166391	
0.057432	-0.499120	-0.382412	-0.878145	-0.000025	-0.005942	0.408430	-0.089968	-0.226535	-0.297354	-0.574418	0.623236	0.160561	-0.126526	-0.502234	-0.509236	-0.611170	-0.725032	0.761437	1.137596	
0.427391	-0.347309	0.182695	-0.460638	-0.399792	0.455682	-0.044164	0.609389	-0.515244	-0.466709	-0.222634	0.749532	-0.081406	0.808510	-0.213463	-0.287590	-0.990559	-0.873781	0.688260	1.330815	
0.278035	-0.387159	-0.508567	-0.392602	-0.254887	0.088192	0.431538	0.450105	-0.118725	-0.083473	-1.113888	0.282320	0.638443	0.708708	-0.810247	0.359915	-0.430925	-0.535302	1.064409	0.874183	
0.280512	-0.959492	-0.382365	-0.921784	-0.024054	0.239026	0.323055	0.092676	-0.156025	-0.162634	0.400051	0.583794	0.548380	1.034351	-0.148854	-0.678935	-0.359964	-0.532255	1.821247	0.847553	
0.620569	-0.821678	-0.668757	-0.288395	-0.226563	-0.076246	0.973701	-0.387445	-0.227286	-0.305517	-0.319432	0.080255	-0.145510	-0.009303	-0.969968	-0.388350	-1.018474	-0.682888	-0.019352	1.143701	
0.333371	-0.400161	-0.561452	-0.336023	-0.021463	0.486936	0.185427	-0.125635	-0.738957	-0.443184	-0.889704	0.611348	-0.272541	-0.172054	-0.283238	-0.336293	-0.997957	-0.507159	0.501216	1.483560	
0.209600	0.065260	0.262176	0.305836	0.452286	1.315038	0.313277	-0.960730	0.102850	-0.439820	-0.952471	0.328003	0.017578	0.646476	-0.240240	0.135504	-0.208135	-0.275391	1.871379	0.594664	
0.392890	-0.264608	-0.516474	-0.217593	-0.304348	0.692820	0.226268	0.627414	0.077445	-0.117313	-0.928562	0.480386	0.393518	0.323204	-0.748602	0.033463	-0.141433	-0.582716	1.269270	0.894665	
-0.080360	-0.496369	-0.480227	0.047084	-0.417250	0.185665	0.022661	0.101100	-0.602963	-0.566507	-0.371535	0.335980	0.031747	0.684520	-1.156375	0.262900	-1.253054	-0.386296	0.257889	0.669887	
1.053594	-1.556268	0.153944	-0.049555	0.479610	-0.157763	0.905397	-0.069977	-0.645798	-0.137631	-0.018650	1.319153	0.906789	0.157679	-0.232554	-0.551172	-0.737617	0.118588	0.965006	0.352230	
-0.134598	0.091859	0.391649	-0.196602	0.347739	-0.433979	0.784481	0.127951	0.788892	1.006006	-0.380091	1.043582	-0.828535	-0.113421	-1.328968	-0.261354	-0.616510	-0.347834	0.123257	1.273670	
1.075149	-0.439966	0.038851	0.756704	0.944313	-0.272755	0.621483	-0.452755	-0.434720	0.189767	0.051734	0.027890	0.610505	1.567174	-0.937603	-0.221366	-0.077961	0.083360	1.592207	0.584124	
1.225393	-0.864340	0.283635	-1.262882	0.113800	1.663970	-0.710152	-0.042219	-0.295798	-0.444271	-0.348403	0.656930	0.841667	-0.615462	-1.313717	-0.913624	-0.314685	0.356082	0.285289	0.939355	
0.717580	1.135010	0.022107	-1.314311	0.938568	0.516712	-0.870276	0.083769	-0.353111	0.168628	-0.978361	1.235191	1.205124	1.149085	0.432584	-0.916469	-0.290199	-0.223545	0.247162	0.930245	
-0.196308	-1.211353	0.554381	-0.282912	-0.920254	0.714943	-0.586021	-0.435303	-0.140381	0.353547	-0.692168	0.011630	-0.242085	0.855058	-0.871884	-0.755668	0.032632	-0.135204	0.848904	0.660840	
0.377877	-0.442471	-0.196007	0.117788	-0.712388	0.445207	0.144381	-0.032157	-0.709726	-0.167161	-0.534683	0.437374	-0.304978	-0.362383	-1.028840	-0.112094	-1.458322	-0.741118	0.523471	0.712321	
0.438820	0.271612	-0.629350	-0.059155	-0.052972	-0.080105	0.769564	-0.080610	-0.269771	0.305297	-1.193629	0.660242	0.414920	0.159007	-0.724188	0.197620	-0.168580	-0.891990	0.508098	1.308304	
0.827338	-0.871742	-0.298983	-0.542642	0.521185	0.270462	0.903338	-1.338855	-0.092989	-0.096916	-0.419258	0.611236	-0.228742	0.224882	-1.101981	-0.348745	-0.517432	-0.131329	-0.064374	0.455377	
0.048984	-0.560725	-0.171149	0.352285	0.124116	0.812019	0.242384	-0.444227	0.192745	0.014146	-0.657944	0.334158	0.430602	0.313423	-1.078939	-0.094222	-0.902459	0.582195	0.649782	0.933673	
0.051760	-0.481100	-0.215462	0.313346	0.184820	0.146422	0.301787	0.335431	0.108221	-0.151391	-1.331873	0.250405	-0.389186	0.501815	-0.839960	-0.751090	-1.421448	-0.251205	0.303803	0.349270	
-0.148875	-0.301795	-1.009272	-0.096406	0.556776	-0.097941	-0.507561	-0.857729	0.649538	-0.495101	0.034120	0.307442	0.409063	0.933556	-0.281900	0.415886	-0.817419	-0.817832	0.086442	1.279561	
0.235718	-0.399120	-0.144743	-0.106525	-0.306431	0.721895	-0.180432	-0.314023	-0.556627	-0.357207	-0.472358	0.752161	0.278632	0.112879	-0.634169	0.344091	-1.318667	-0.831837	0.494799	0.502051	
-0.928771	-0.235169	0.465314	0.016329	-0.756783	0.409568	0.486644	-0.377081	0.311508	-0.880303	0.061945	1.243513	0.707475	0.176222	-0.610272	-0.405430	-0.816397	-0.176251	0.131889	0.544154	
1.324256	-0.049075	0.434301	0.737731	-0.058563	0.069113	0.757065	0.148638	0.573184	0.203812	-0.780307	1.282953	1.258794	1.194939	-0.016255	-0.679359	-0.722547	-0.709049	0.263537	0.556655	
0.313047	-0.459142	0.163798	0.115939	-0.780430	0.163994	-0.192560	-0.928431	0.211519	0.227677	-0.645035	0.372321	0.048316	0.013472	-0.812292	0.092129	-1.350066	-0.546464	0.628008	0.604765	
0.500165	0.228921	0.002889	-0.464976	0.770594	0.018895	0.859323	0.184847	-0.217137	0.605644	-1.157358	1.074548	0.973582	0.198044	-0.070270	-0.262937	-0.229335	-0.675312	0.462335	0.879035	
-0.725908	-0.301966	-0.055393	-0.575997	0.601113	0.808522	0.770093	0.181480	0.136925	-0.024786	-0.711064	1.062924	0.648770	-0.061501	0.015753	0.742980	-1.454074	0.257442	0.162620	0.828298	
-0.143056	0.432328	0.672495	0.788276	-0.875048	0.499638	0.407091	-0.494518	-1.152678	0.359537	0.620138	-0.381802	0.632597	0.001886	0.118847	-1.504462	-1.404000	0.409025	0.715996	1.546597	
0.663760	-0.408296	-0.598770	0.237628	-0.178701	0.211583	-0.204393	0.077578	-1.461005	-0.475774	0.619303	-1.150048	1.698205	-0.616542	0.085875	0.961901	-1.139539	0.447144	-0.839034	1.257280	
-1.115349	-0.573168	0.596139	0.195205	0.137530	0.226328	-0.291020	0.676906	-0.075040	-0.143769	-1.384556	-0.331593	0.587273	0.909890	-1.165943	-0.240935	-0.909534	0.973219	0.519019	0.490004	
0.062301	0.275745	-1.099522	-0.511144	-0.020501	0.238028	1.993196	-0.943970	-1.374357	1.319311	-0.320805	0.779232	-0.691061	-0.337162	-0.275111	-0.885592	1.291704	0.015539	0.141416	-0.213469	
-0.866120	0.035757	0.007793	0.435580	0.261959	0.371240	-0.173351	-0.493555	-0.497506	-0.498090	0.163042	0.977118	0.582019	0.184540	-0.673275	-0.048229	-0.865579	-0.557977	-0.200739	0.783170	
-0.016517	-0.550564	0.040190	-0.271109	-0.640525	-0.489267	0.491629	-0.473880	0.324636	1.311848	-0.279938	-0.223134	0.033951	0.325628	-0.565227	-0.130199	-0.832517	-0.833917	1.139643	1.112644	
-1.213332	-0.709162	-0.764097	0.708447	0.411216	0.916782	-0.207793	-0.002109	0.027590	0.161144	0.588909	0.626206	0.591996	0.349149	-0.806750	-0.659835	-0.083826	-0.559900	0.831327	1.158289	
0.303234	-0.903600	0.450522	0.070954	0.278205	-0.118841	0.402941	0.256507	0.433327	-0.702719	0.033192	1.280513	0.094345	0.205546	0.554907	0.229426	-1.287214	-1.477976	0.377804	0.463938	
0.594305	-0.027326	0.697471	-0.311780	0.226866	0.007274	0.687326	-0.491223	0.015224	-0.395314	-1.258928	-0.339576	0.181951	-0.525133	-0.797229	-0.776724	-0.994282	-0.821665	0.325646	0.912165	
-0.343363	0.460275	-0.259640	-0.492222	1.084996	0.854801	-0.266785	-0.081236	0.055285	0.027234	-0.172500	1.846931	0.783294	0.530265	-0.544809	1.213850	-1.853240	-0.138762	-0.303420	-0.909904	
0.207863	0.155935	-0.207489	0.323467	-0.280183	1.005159	0.237790	-0.075529	-0.891985	0.640882	-0.179530	0.564660	0.391883	0.701029	0.000562	0.276376	-0.579851	-0.981528	0.821852	0.781952	
1.121889	-0.186721	-0.619559	-0.154852	0.313238	0.251926	0.101088	-0.459946	-0.304600	0.128181	-1.081362	0.373926	0.481913	0.217787	-0.605159	-0.486986	-0.859036	0.116613	1.042417	0.877775	
0.398386	-0.163191	-0.899239	-0.147671	-0.002354	-0.386251	0.057200	-0.242683	0.555772	0.480257	-1.299306	1.413110	1.300422	0.545497	-0.205907	0.060932	0.174181	-0.555468	0.275742	1.012175	
0.884170	0.034013	-0.704500	0.087192	1.106495	-0.338453	0.470210	-0.396095	-0.675821	-1.348961	-0.402772	0.629784	0.383900	0.807273	-0.614995	0.237945	-0.395110	-0.872530	0.044823	0.838957	
1.203797	-0.832483	0.074793	0.290575	-0.327807	0.838433	-0.187624	-0.595505	-0.643337	0.230908	-1.258435	1.550345	0.422996	0.208203	-0.784713	0.231170	0.250147	0.088653	0.843657	0.934964	
-0.383897	-0.452999	-0.046763	-0.085547	0.169947	0.455313	-0.628957	-0.307954	0.257975	-0.115171	-0.798151	-0.035878	-0.189908	0.302037	-0.554199	0.001360	-1.330920	-0.353064	0.645775	0.812630	
0.104250	-0.162072	-0.293823	-0.419004	0.181443	0.633502	-0.201361	-0.064999	-0.744920	-0.235215	-0.811347	1.076710	0.035709	-0.680596	-0.975700	0.062107	-0.964332	-0.737506	0.764911	0.771120	
-0.001373	-0.194894	-0.145372	-0.994026	-1.133913	-0.187401	-0.634023	-0.165799	1.563592	-0.108378	-0.397363	1.123070	0.665781	-0.511358	-0.012306	-0.038528	-1.604161	-0.281215	0.988176	0.933720	
0.356161	-0.980192	-0.423372	-0.520810	-0.085644	0.242269	0.379275	0.301981	-0.226622	-0.316966	-1.065040	0.494975	0.746959	-0.301368	-0.464991	0.265429	-0.506463	-0.546559	0.673499	0.636183	
-0.501003	-0.627878	0.002177	-0.433097	0.469487	-0.808475	1.134208	-0.859991	0.084367	0.262451	-0.583657	0.067282	0.031458	0.672130	-1.822297	-0.715798	-0.012633	-1.461864	0.407282	-0.286763	
-0.024777	-0.758529	-0.109567	-0.256358	-0.359496	0.213426	-0.082483	-0.299785	-0.166071	0.220757	-0.662982	0.179966	0.123462	-0.048921	-0.412090	0.432645	-1.105532	-0.543361	0.076845	0.839743	
0.232012	-0.194608	-0.466357	-0.038442	0.327239	0.358999	0.022875	-0.566380	0.707393	-0.077421	-0.677259	0.610488	0.194984	0.146149	-0.485266	-0.870965	-1.351157	-0.819137	0.491529	0.588302	
0.452768	-0.652505	-0.205806	-0.062046	0.198132	-0.101388	1.067425	-0.511756	-0.165231	-0.102233	-0.941027	0.631274	-0.157294	0.389396	-0.979712	0.438252	-0.435768	-0.861853	0.986872	0.781394	
-0.724140	-0.344450	-1.216495	-0.518740	0.437099	1.174677	0.256358	1.259956	-0.426734	1.514500	-1.565701	0.781617	1.331943	0.342095	-1.582391	0.081094	0.439567	0.731429	0.191047	0.847472	
0.479621	-0.579912	0.067901	-0.195804	-0.202845	-0.030710	-0.036816	0.129945	-0.390197	0.061164	-0.414327	0.544219	-0.069268	0.428618	-0.462252	0.205552	-0.697507	-0.473280	1.158853	1.220719	
0.041162	-0.173348	-1.601974	-0.304890	0.894075	-0.072925	-0.087683	-0.105058	0.192455	-0.313949	-1.318912	0.236913	1.214261	-0.080644	-1.030273	-0.023728	-0.584899	-1.308296	0.538560	-0.033847	
0.365717	-0.003662	-0.971734	0.073654	0.526735	0.218393	0.542445	-0.306855	0.489222	-0.148027	-1.614917	0.167328	1.543830	0.669399	-0.790941	0.073461	0.169400	-0.467829	0.643344	0.553520	
0.120133	0.091742	-1.190185	-1.009598	0.472937	0.157132	0.203536	-0.075554	0.430112	-0.304058	-1.407060	-0.484222	1.128780	-0.252997	-1.432912	-0.048119	-0.274329	-0.718730	0.788201	0.369546	
-0.950084	-0.099235	-0.094130	-0.850740	-0.467809	0.171815	0.037098	-0.735904	-0.073264	0.076609	-0.450416	0.005706	0.169104	0.039218	-0.314376	0.045796	-0.675197	-0.425095	0.601767	1.437604	
-0.140078	-0.354121	-0.480577	-0.513928	-0.281378	-0.244748	-0.451359	-0.019119	-0.721236	0.149433	-0.443924	-0.001711	0.701274	0.040527	-0.373625	0.054391	-1.225544	-0.562673	-0.528432	0.756811	
0.063653	-0.062072	-0.520087	-0.086993	-0.266085	0.448508	0.188169	-0.068474	-0.433867	-0.425623	-0.871242	0.600213	0.006860	0.131994	-1.061052	-0.020125	-1.476885	-0.482916	0.503801	0.922322	
0.209477	-0.456589	-0.177193	0.041819	0.032059	1.365492	0.780201	0.247683	-0.957154	0.140930	-0.626418	-0.367999	0.440297	0.341302	-0.552718	-0.270023	-0.600436	-1.120776	0.848618	0.487978	
-0.111568	-0.296519	-0.328205	0.327419	-0.275307	0.473562	-0.103961	-0.237849	-1.066337	-0.332261	0.069858	0.296332	0.173605	0.434383	-1.007723	-0.006581	-1.165328	-0.616311	0.288076	0.407341	
-0.154580	-0.136980	0.807127	0.747137	-0.174987	0.152534	0.875353	-0.757925	-0.451503	-0.174334	0.242921	1.399897	0.118364	0.552241	-1.531282	-0.072119	-0.398809	-1.125634	0.155114	0.042889	
